score_key,eta2,f1,accuracy,precision,recall,specificity,balanced_accuracy,direction,threshold,tp,fp,tn,fn,n,c26_mean,c00_mean
alignment_score_high_low_gap_0_7_0_3,0.0009619797074779697,0.6732673267326733,0.5540540540540541,0.53125,0.918918918918919,0.1891891891891892,0.5540540540540541,low_is_2.6,0.4565217391304348,34,30,7,3,74,0.22682717453043652,0.23932885111520852
alignment_score_low_high_gap_0_3_0_7,0.0009619797074779697,0.6732673267326733,0.5540540540540541,0.53125,0.918918918918919,0.1891891891891892,0.5540540540540541,high_is_2.6,-0.4565217391304348,34,30,7,3,74,-0.22682717453043652,-0.23932885111520852
entry_alignment_score_high_rate_0_4,0.01891776699075014,0.673076923076923,0.5405405405405406,0.5223880597014925,0.9459459459459459,0.13513513513513514,0.5405405405405406,low_is_2.6,0.8901098901098901,35,32,5,2,74,0.7092367092367092,0.7408759033759034
entry_alignment_score_low_rate_0_4,0.01891776699075014,0.673076923076923,0.5405405405405406,0.5223880597014925,0.9459459459459459,0.13513513513513514,0.5405405405405406,high_is_2.6,0.10989010989010989,35,32,5,2,74,0.29076329076329077,0.25912409662409663
alignment_score_high_low_ratio_0_8_0_2,0.0035204578116683058,0.673076923076923,0.5405405405405406,0.5223880597014925,0.9459459459459459,0.13513513513513514,0.5405405405405406,low_is_2.6,3.7934782405788994,35,32,5,2,74,1.957934433580623,2.0956849426439232
alignment_score_high_low_gap_0_8_0_2,0.0016862270888171884,0.673076923076923,0.5405405405405406,0.5223880597014925,0.9459459459459459,0.13513513513513514,0.5405405405405406,low_is_2.6,0.5059159526723787,35,32,5,2,74,0.22363679485364962,0.24006494957985608
alignment_score_low_high_gap_0_2_0_8,0.0016862270888171884,0.673076923076923,0.5405405405405406,0.5223880597014925,0.9459459459459459,0.13513513513513514,0.5405405405405406,high_is_2.6,-0.5059159526723787,35,32,5,2,74,-0.22363679485364962,-0.24006494957985608
alignment_score_high_rate_0_3,0.0007924506910329369,0.673076923076923,0.5405405405405406,0.5223880597014925,0.9459459459459459,0.13513513513513514,0.5405405405405406,low_is_2.6,0.7899483693876217,35,32,5,2,74,0.6513743730592556,0.6570550945927139
alignment_score_low_rate_0_3,0.0007924506910329213,0.673076923076923,0.5405405405405406,0.5223880597014925,0.9459459459459459,0.13513513513513514,0.5405405405405406,high_is_2.6,0.21005163061237828,35,32,5,2,74,0.34862562694074434,0.34294490540728606
entry_alignment_score_high_rate_0_3,0.004595895961961759,0.6728971962616821,0.527027027027027,0.5142857142857142,0.972972972972973,0.08108108108108109,0.5270270270270271,low_is_2.6,0.930952380952381,36,34,3,1,74,0.7944658944658944,0.8085457710457711
entry_alignment_score_low_rate_0_3,0.004595895961961723,0.6728971962616821,0.527027027027027,0.5142857142857142,0.972972972972973,0.08108108108108109,0.5270270270270271,high_is_2.6,0.06904761904761905,36,34,3,1,74,0.20553410553410553,0.19145422895422895
alignment_score_q90,0.003251341334229922,0.6728971962616821,0.527027027027027,0.5142857142857142,0.972972972972973,0.08108108108108109,0.5270270270270271,high_is_2.6,0.9999869609704399,36,34,3,1,74,0.9999966524907915,0.9999957811774339
entry_alignment_score_q90,0.03338976219677394,0.6727272727272727,0.5135135135135135,0.5068493150684932,1.0,0.02702702702702703,0.5135135135135135,low_is_2.6,0.9999998737925202,37,36,1,0,74,0.9713920201320017,0.9894906738392496
phase_codereviewcomment_mean,0.022368179473334027,0.6727272727272727,0.5135135135135135,0.5068493150684932,1.0,0.02702702702702703,0.5135135135135135,low_is_2.6,0.8967660353291578,37,36,1,0,74,0.440320093736486,0.5174072335597901
role_code_reviewer_mean,0.022368179473334027,0.6727272727272727,0.5135135135135135,0.5068493150684932,1.0,0.02702702702702703,0.5135135135135135,low_is_2.6,0.8967660353291578,37,36,1,0,74,0.440320093736486,0.5174072335597901
phase_languagechoose_low_rate_0_5,0.013698630136986302,0.6727272727272727,0.5135135135135135,0.5068493150684932,1.0,0.02702702702702703,0.5135135135135135,low_is_2.6,0.0,37,36,1,0,74,0.0,0.013513513513513514
role_chief_technology_officer_low_rate_0_5,0.013698630136986302,0.6727272727272727,0.5135135135135135,0.5068493150684932,1.0,0.02702702702702703,0.5135135135135135,low_is_2.6,0.0,37,36,1,0,74,0.0,0.013513513513513514
role_programmer_min,0.013481509988246251,0.6727272727272727,0.5135135135135135,0.5068493150684932,1.0,0.02702702702702703,0.5135135135135135,low_is_2.6,0.011590400742010641,37,36,1,0,74,9.9412917056961e-06,0.0006258463035787522
phase_manual_min,0.0010583205655341219,0.6727272727272727,0.5135135135135135,0.5068493150684932,1.0,0.02702702702702703,0.5135135135135135,low_is_2.6,0.9403847442118198,37,36,1,0,74,0.024244986860505673,0.034349450412326885
entry_alignment_score_low_rate_0_8,0.03797997530726655,0.6666666666666666,0.5,0.5,1.0,0.0,0.5,high_is_2.6,0.4,37,37,0,0,74,0.6592515592515593,0.6128576378576378
entry_alignment_score_high_rate_0_8,0.03797997530726637,0.6666666666666666,0.5,0.5,1.0,0.0,0.5,high_is_2.6,0.07692307692307693,37,37,0,0,74,0.34074844074844074,0.38714236214236214
entry_alignment_score_high_rate_0_1,0.030555521684411908,0.6666666666666666,0.5,0.5,1.0,0.0,0.5,high_is_2.6,0.7142857142857143,37,37,0,0,74,0.9013167013167013,0.9302148302148302
entry_alignment_score_low_rate_0_1,0.030555521684411845,0.6666666666666666,0.5,0.5,1.0,0.0,0.5,high_is_2.6,0.0,37,37,0,0,74,0.09868329868329868,0.06978516978516978
alignment_score_q75,0.007765454071630623,0.6666666666666666,0.5135135135135135,0.5070422535211268,0.972972972972973,0.05405405405405406,0.5135135135135136,low_is_2.6,0.9999983398010122,36,35,2,1,74,0.9984575186525058,0.9990981754286306
phase_coding_min,0.002382202075603356,0.6666666666666666,0.5135135135135135,0.5070422535211268,0.972972972972973,0.05405405405405406,0.5135135135135136,low_is_2.6,0.9851648825137497,36,35,2,1,74,0.2669134179677095,0.2315936703819851
alignment_score_max,0.0005654031386564988,0.6666666666666666,0.5540540540540541,0.532258064516129,0.8918918918918919,0.21621621621621623,0.5540540540540541,high_is_2.6,0.9999998770707399,33,29,8,4,74,0.9999999148939417,0.9999999177926115
alignment_score_q50,0.0004923808934134621,0.6666666666666666,0.5405405405405406,0.5230769230769231,0.918918918918919,0.16216216216216217,0.5405405405405406,low_is_2.6,0.9987292361407122,34,31,6,3,74,0.8004869609045285,0.8104387325830997
phase_codereviewmodification_min,0.00024300870417064068,0.6666666666666666,0.5,0.5,1.0,0.0,0.5,high_is_2.6,0.0,37,37,0,0,74,0.02669906070211011,0.022119780316640785
