score_key,direction,threshold,f1,precision,recall,specificity,accuracy,balanced_accuracy,tp,fp,tn,fn,n
alignment_score_high_rate_0_1,low_is_2.6,0.8685664335664336,0.6,0.5581395348837209,0.6486486486486487,0.4864864864864865,0.5675675675675675,0.5675675675675675,24,19,18,13,74
alignment_score_high_rate_0_1,low_is_2.6,0.8721257485029941,0.5925925925925926,0.5454545454545454,0.6486486486486487,0.4594594594594595,0.5540540540540541,0.5540540540540541,24,20,17,13,74
alignment_score_high_rate_0_1,low_is_2.6,0.8751788458481268,0.6097560975609757,0.5555555555555556,0.6756756756756757,0.4594594594594595,0.5675675675675675,0.5675675675675675,25,20,17,12,74
alignment_score_high_rate_0_1,low_is_2.6,0.8767323426281517,0.6024096385542168,0.5434782608695652,0.6756756756756757,0.43243243243243246,0.5540540540540541,0.5540540540540541,25,21,16,12,74
alignment_score_high_rate_0_1,low_is_2.6,0.8793572113847138,0.5952380952380952,0.5319148936170213,0.6756756756756757,0.40540540540540543,0.5405405405405406,0.5405405405405406,25,22,15,12,74
alignment_score_high_rate_0_1,low_is_2.6,0.8818544366899301,0.5882352941176472,0.5208333333333334,0.6756756756756757,0.3783783783783784,0.527027027027027,0.527027027027027,25,23,14,12,74
alignment_score_high_rate_0_1,low_is_2.6,0.8841589267285861,0.6046511627906977,0.5306122448979592,0.7027027027027027,0.3783783783783784,0.5405405405405406,0.5405405405405406,26,23,14,11,74
alignment_score_high_rate_0_1,low_is_2.6,0.8887655886704713,0.5977011494252874,0.52,0.7027027027027027,0.35135135135135137,0.527027027027027,0.5270270270270271,26,24,13,11,74
alignment_score_high_rate_0_1,low_is_2.6,0.892898517145505,0.5909090909090909,0.5098039215686274,0.7027027027027027,0.32432432432432434,0.5135135135135135,0.5135135135135136,26,25,12,11,74
alignment_score_high_rate_0_1,low_is_2.6,0.8944838056680162,0.6067415730337079,0.5192307692307693,0.7297297297297297,0.32432432432432434,0.527027027027027,0.527027027027027,27,25,12,10,74
alignment_score_high_rate_0_1,low_is_2.6,0.8959665518937531,0.6,0.5094339622641509,0.7297297297297297,0.2972972972972973,0.5135135135135135,0.5135135135135135,27,26,11,10,74
alignment_score_high_rate_0_1,low_is_2.6,0.8980363330883125,0.6153846153846154,0.5185185185185185,0.7567567567567568,0.2972972972972973,0.527027027027027,0.5270270270270271,28,26,11,9,74
alignment_score_high_rate_0_1,low_is_2.6,0.9005251587689301,0.6304347826086956,0.5272727272727272,0.7837837837837838,0.2972972972972973,0.5405405405405406,0.5405405405405406,29,26,11,8,74
alignment_score_high_rate_0_1,low_is_2.6,0.9023064687168612,0.6451612903225806,0.5357142857142857,0.8108108108108109,0.2972972972972973,0.5540540540540541,0.5540540540540541,30,26,11,7,74
alignment_score_high_rate_0_1,low_is_2.6,0.9037511577647422,0.6382978723404256,0.5263157894736842,0.8108108108108109,0.2702702702702703,0.5405405405405406,0.5405405405405406,30,27,10,7,74
alignment_score_high_rate_0_1,low_is_2.6,0.9057480198386261,0.631578947368421,0.5172413793103449,0.8108108108108109,0.24324324324324326,0.527027027027027,0.5270270270270271,30,28,9,7,74
alignment_score_high_rate_0_1,low_is_2.6,0.906704746362029,0.6249999999999999,0.5084745762711864,0.8108108108108109,0.21621621621621623,0.5135135135135135,0.5135135135135136,30,29,8,7,74
alignment_score_high_rate_0_1,low_is_2.6,0.9084433270479781,0.6391752577319588,0.5166666666666667,0.8378378378378378,0.21621621621621623,0.527027027027027,0.527027027027027,31,29,8,6,74
alignment_score_high_rate_0_1,low_is_2.6,0.9136705512852302,0.6530612244897959,0.5245901639344263,0.8648648648648649,0.21621621621621623,0.5405405405405406,0.5405405405405406,32,29,8,5,74
alignment_score_high_rate_0_1,low_is_2.6,0.9183115559262349,0.6666666666666666,0.532258064516129,0.8918918918918919,0.21621621621621623,0.5540540540540541,0.5540540540540541,33,29,8,4,74
